date,year,month,month_name,market,region,market_type,lat,lon,commodity,unit,price_zmw_kg,volume_kg,quality,season,rainfall_index,inflation_index,price_trend,pct_change_mom,price_lag1,price_lag2,price_lag3,rolling_avg_3m,fra_active,shock_event,source,verified
2014-01-01,2014,1,January,Mongu,Western,remote,-15.255,23.1267,Cabbage,ZMW/kg,1.86,439,Grade A,Wet/Lean,1.2,0.62,stable,0.0,1.86,1.86,1.86,1.86,0,none,FarmConnect/FEWS-NET/CSO-Zambia,1
2014-01-01,2014,1,January,Kasama,Northern,rural,-10.2167,31.1833,Maize,ZMW/kg,1.67,3177,Grade C,Wet/Lean,0.81,0.62,stable,0.0,1.67,1.67,1.67,1.67,0,none,FarmConnect/FEWS-NET/CSO-Zambia,1
2014-01-01,2014,1,January,Kasama,Northern,rural,-10.2167,31.1833,Tomatoes,ZMW/kg,4.22,748,Grade B,Wet/Lean,1.12,0.62,stable,0.0,4.22,4.22,4.22,4.22,0,none,FarmConnect/FEWS-NET/CSO-Zambia,1
2014-01-01,2014,1,January,Kasama,Northern,rural,-10.2167,31.1833,Beans,ZMW/kg,4.4,1431,Grade A,Wet/Lean,0.92,0.62,stable,0.0,4.4,4.4,4.4,4.4,0,none,FarmConnect/FEWS-NET/CSO-Zambia,1
2014-01-01,2014,1,January,Kasama,Northern,rural,-10.2167,31.1833,Groundnuts,ZMW/kg,5.12,1634,Grade A,Wet/Lean,1.09,0.62,stable,0.0,5.12,5.12,5.12,5.12,0,none,FarmConnect/FEWS-NET/CSO-Zambia,1
2014-01-01,2014,1,January,Kasama,Northern,rural,-10.2167,31.1833,Rice,ZMW/kg,5.14,973,Grade B,Wet/Lean,0.88,0.62,stable,0.0,5.14,5.14,5.14,5.14,0,none,FarmConnect/FEWS-NET/CSO-Zambia,1
2014-01-01,2014,1,January,Kasama,Northern,rural,-10.2167,31.1833,Soybeans,ZMW/kg,3.79,1521,Grade A,Wet/Lean,0.83,0.62,stable,0.0,3.79,3.79,3.79,3.79,0,none,FarmConnect/FEWS-NET/CSO-Zambia,1
2014-01-01,2014,1,January,Kasama,Northern,rural,-10.2167,31.1833,Sweet Potatoes,ZMW/kg,2.03,1201,Grade C,Wet/Lean,0.83,0.62,stable,0.0,2.03,2.03,2.03,2.03,0,none,FarmConnect/FEWS-NET/CSO-Zambia,1
2014-01-01,2014,1,January,Kasama,Northern,rural,-10.2167,31.1833,Cassava,ZMW/kg,0.93,2088,Grade B,Wet/Lean,1.06,0.62,stable,0.0,0.93,0.93,0.93,0.93,0,none,FarmConnect/FEWS-NET/CSO-Zambia,1
2014-01-01,2014,1,January,Kasama,Northern,rural,-10.2167,31.1833,Onions,ZMW/kg,4.08,683,Grade B,Wet/Lean,0.95,0.62,stable,0.0,4.08,4.08,4.08,4.08,0,none,FarmConnect/FEWS-NET/CSO-Zambia,1
2014-01-01,2014,1,January,Kasama,Northern,rural,-10.2167,31.1833,Cabbage,ZMW/kg,2.03,734,Grade B,Wet/Lean,0.85,0.62,stable,0.0,2.03,2.03,2.03,2.03,0,none,FarmConnect/FEWS-NET/CSO-Zambia,1
2014-02-01,2014,2,February,Lusaka,Lusaka,urban,-15.4167,28.2833,Maize,ZMW/kg,1.67,8158,Grade C,Wet/Lean,1.07,0.625,stable,1.83,1.64,1.64,1.64,1.65,0,none,FarmConnect/FEWS-NET/CSO-Zambia,1
2014-02-01,2014,2,February,Lusaka,Lusaka,urban,-15.4167,28.2833,Tomatoes,ZMW/kg,3.47,1746,Grade C,Wet/Lean,1.02,0.625,stable,-0.86,3.5,3.5,3.5,3.49,0,none,FarmConnect/FEWS-NET/CSO-Zambia,1
2014-02-01,2014,2,February,Lusaka,Lusaka,urban,-15.4167,28.2833,Beans,ZMW/kg,4.71,2706,Grade B,Wet/Lean,0.96,0.625,stable,2.39,4.6,4.6,4.6,4.64,0,none,FarmConnect/FEWS-NET/CSO-Zambia,1
2014-02-01,2014,2,February,Lusaka,Lusaka,urban,-15.4167,28.2833,Groundnuts,ZMW/kg,5.99,2280,Grade B,Wet/Lean,1.07,0.625,up,13.45,5.28,5.28,5.28,5.52,0,none,FarmConnect/FEWS-NET/CSO-Zambia,1
2014-02-01,2014,2,February,Lusaka,Lusaka,urban,-15.4167,28.2833,Rice,ZMW/kg,5.24,3875,Grade C,Wet/Lean,0.91,0.625,up,4.17,5.03,5.03,5.03,5.1,0,none,FarmConnect/FEWS-NET/CSO-Zambia,1
2014-02-01,2014,2,February,Lusaka,Lusaka,urban,-15.4167,28.2833,Soybeans,ZMW/kg,3.45,4398,Grade B,Wet/Lean,0.85,0.625,stable,-1.43,3.5,3.5,3.5,3.48,0,none,FarmConnect/FEWS-NET/CSO-Zambia,1
2014-02-01,2014,2,February,Lusaka,Lusaka,urban,-15.4167,28.2833,Sweet Potatoes,ZMW/kg,2.5,1690,Grade A,Wet/Lean,0.95,0.625,up,13.64,2.2,2.2,2.2,2.3,0,none,FarmConnect/FEWS-NET/CSO-Zambia,1
2014-02-01,2014,2,February,Lusaka,Lusaka,urban,-15.4167,28.2833,Cassava,ZMW/kg,1.34,2675,Grade B,Wet/Lean,1.11,0.625,up,6.35,1.26,1.26,1.26,1.29,0,none,FarmConnect/FEWS-NET/CSO-Zambia,1
2014-02-01,2014,2,February,Lusaka,Lusaka,urban,-15.4167,28.2833,Onions,ZMW/kg,4.0,1374,Grade C,Wet/Lean,1.1,0.625,up,9.89,3.64,3.64,3.64,3.76,0,none,FarmConnect/FEWS-NET/CSO-Zambia,1
2014-02-01,2014,2,February,Lusaka,Lusaka,urban,-15.4167,28.2833,Cabbage,ZMW/kg,1.83,2646,Grade C,Wet/Lean,0.93,0.625,stable,2.81,1.78,1.78,1.78,1.8,0,none,FarmConnect/FEWS-NET/CSO-Zambia,1
2014-02-01,2014,2,February,Kabwe,Central,urban,-14.4469,28.4464,Maize,ZMW/kg,1.72,3191,Grade B,Wet/Lean,1.13,0.625,stable,1.78,1.69,1.69,1.69,1.7,0,none,FarmConnect/FEWS-NET/CSO-Zambia,1
2014-02-01,2014,2,February,Kabwe,Central,urban,-14.4469,28.4464,Tomatoes,ZMW/kg,3.71,1237,Grade C,Wet/Lean,1.09,0.625,up,7.54,3.45,3.45,3.45,3.54,0,none,FarmConnect/FEWS-NET/CSO-Zambia,1
2014-02-01,2014,2,February,Kabwe,Central,urban,-14.4469,28.4464,Beans,ZMW/kg,4.64,959,Grade B,Wet/Lean,0.89,0.625,up,3.11,4.5,4.5,4.5,4.55,0,none,FarmConnect/FEWS-NET/CSO-Zambia,1
2014-02-01,2014,2,February,Kabwe,Central,urban,-14.4469,28.4464,Groundnuts,ZMW/kg,5.93,916,Grade A,Wet/Lean,0.98,0.625,up,7.43,5.52,5.52,5.52,5.66,0,none,FarmConnect/FEWS-NET/CSO-Zambia,1
2014-02-01,2014,2,February,Kabwe,Central,urban,-14.4469,28.4464,Rice,ZMW/kg,5.17,1626,Grade A,Wet/Lean,0.93,0.625,stable,1.97,5.07,5.07,5.07,5.1,0,none,FarmConnect/FEWS-NET/CSO-Zambia,1
2014-02-01,2014,2,February,Kabwe,Central,urban,-14.4469,28.4464,Soybeans,ZMW/kg,3.62,1446,Grade C,Wet/Lean,0.94,0.625,up,7.74,3.36,3.36,3.36,3.45,0,none,FarmConnect/FEWS-NET/CSO-Zambia,1
2014-02-01,2014,2,February,Kabwe,Central,urban,-14.4469,28.4464,Sweet Potatoes,ZMW/kg,2.17,594,Grade C,Wet/Lean,1.03,0.625,down,-3.56,2.25,2.25,2.25,2.22,0,none,FarmConnect/FEWS-NET/CSO-Zambia,1
2014-02-01,2014,2,February,Kabwe,Central,urban,-14.4469,28.4464,Cassava,ZMW/kg,1.23,1276,Grade C,Wet/Lean,0.83,0.625,stable,1.65,1.21,1.21,1.21,1.22,0,none,FarmConnect/FEWS-NET/CSO-Zambia,1
2014-02-01,2014,2,February,Kabwe,Central,urban,-14.4469,28.4464,Onions,ZMW/kg,3.74,962,Grade B,Wet/Lean,0.97,0.625,up,3.03,3.63,3.63,3.63,3.67,0,none,FarmConnect/FEWS-NET/CSO-Zambia,1
2014-02-01,2014,2,February,Kabwe,Central,urban,-14.4469,28.4464,Cabbage,ZMW/kg,1.89,812,Grade B,Wet/Lean,0.98,0.625,up,3.28,1.83,1.83,1.83,1.85,0,none,FarmConnect/FEWS-NET/CSO-Zambia,1
2014-02-01,2014,2,February,Ndola,Copperbelt,urban,-12.9587,28.6366,Maize,ZMW/kg,1.66,3520,Grade A,Wet/Lean,0.97,0.625,up,3.11,1.61,1.61,1.61,1.63,0,none,FarmConnect/FEWS-NET/CSO-Zambia,1
2014-02-01,2014,2,February,Ndola,Copperbelt,urban,-12.9587,28.6366,Tomatoes,ZMW/kg,3.81,1500,Grade C,Wet/Lean,1.09,0.625,down,-8.19,4.15,4.15,4.15,4.04,0,none,FarmConnect/FEWS-NET/CSO-Zambia,1
2014-02-01,2014,2,February,Ndola,Copperbelt,urban,-12.9587,28.6366,Beans,ZMW/kg,4.49,1980,Grade B,Wet/Lean,0.9,0.625,stable,2.75,4.37,4.37,4.37,4.41,0,none,FarmConnect/FEWS-NET/CSO-Zambia,1
